,age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,X,X.1
907,51,blue-collar,married,basic,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,no,NA,NA
3074,34,services,single,university.degree,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,NA,NA
2786,32,blue-collar,married,professional.course,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no,NA,NA
1860,49,blue-collar,divorced,professional.course,yes,no,cellular,mar,tue,2,999,1,failure,-1.8,93.369,-34.8,0.635,5008.7,no,NA,NA
2935,29,admin.,single,university.degree,yes,no,telephone,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,NA,NA
2903,54,blue-collar,married,university.degree,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
53,28,admin.,single,high.school,yes,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,NA,NA
1522,41,blue-collar,married,professional.course,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,NA,NA
2283,31,blue-collar,married,basic,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
400,36,admin.,married,high.school,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no,NA,NA
214,29,admin.,single,university.degree,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,NA,NA
31,32,admin.,married,university.degree,no,no,telephone,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.592,5195.8,no,NA,NA
2256,48,blue-collar,married,basic,yes,no,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,NA,NA
1469,31,blue-collar,married,basic,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,NA,NA
2235,33,blue-collar,single,university.degree,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no,NA,NA
2524,47,admin.,single,university.degree,no,no,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,no,NA,NA
576,24,student,married,university.degree,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,NA,NA
2911,47,admin.,single,university.degree,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,NA,NA
262,23,management,single,university.degree,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,NA,NA
2662,42,services,married,high.school,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,NA,NA
622,31,blue-collar,married,basic,yes,no,telephone,jun,fri,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,NA,NA
726,37,blue-collar,married,professional.course,yes,no,telephone,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no,NA,NA
1223,41,blue-collar,single,professional.course,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,NA,NA
1839,38,admin.,married,high.school,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,NA,NA
369,32,admin.,married,professional.course,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
1931,50,management,married,university.degree,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
378,41,blue-collar,married,basic,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
2618,44,admin.,single,high.school,no,yes,telephone,jul,fri,1,999,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,no,NA,NA
2958,24,blue-collar,single,professional.course,yes,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,NA,NA
953,42,blue-collar,divorced,high.school,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,NA,NA
1675,41,blue-collar,divorced,basic,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,NA,NA
380,64,unemployed,divorced,basic,yes,no,cellular,oct,wed,2,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,no,NA,NA
736,36,management,married,university.degree,yes,no,cellular,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,NA,NA
2269,38,blue-collar,married,basic,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
2173,34,self-employed,single,professional.course,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,NA,NA
1542,55,blue-collar,married,basic,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
852,56,management,married,university.degree,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,NA,NA
1192,51,blue-collar,married,university.degree,yes,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,NA,NA
605,54,management,married,university.degree,no,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,NA,NA
202,23,self-employed,married,university.degree,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,NA,NA
977,36,admin.,single,high.school,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,NA,NA
1831,32,services,married,professional.course,yes,no,cellular,may,tue,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no,NA,NA
424,30,blue-collar,married,high.school,yes,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no,NA,NA
1394,52,management,divorced,university.degree,yes,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no,NA,NA
2849,44,blue-collar,divorced,professional.course,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,NA,NA
2785,54,services,married,professional.course,yes,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,NA,NA
389,29,blue-collar,single,professional.course,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,NA,NA
1308,37,self-employed,divorced,high.school,no,no,cellular,nov,wed,2,999,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,no,NA,NA
2313,56,admin.,married,high.school,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
759,21,services,single,high.school,yes,yes,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no,NA,NA
956,46,admin.,divorced,university.degree,yes,yes,cellular,nov,wed,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
1274,31,blue-collar,married,professional.course,no,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
2541,30,blue-collar,single,professional.course,yes,no,cellular,nov,tue,2,999,0,nonexistent,-1.1,94.767,-50.8,1.049,4963.6,no,NA,NA
2636,30,management,married,university.degree,yes,yes,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no,NA,NA
1049,31,blue-collar,single,professional.course,no,no,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no,NA,NA
1764,24,blue-collar,divorced,professional.course,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,NA,NA
28,76,unemployed,married,university.degree,no,no,cellular,aug,thu,1,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,no,NA,NA
2957,30,unemployed,married,professional.course,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no,NA,NA
1517,35,blue-collar,single,professional.course,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,NA,NA
1708,40,blue-collar,married,professional.course,no,yes,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no,NA,NA
3025,35,admin.,married,university.degree,yes,no,telephone,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,no,NA,NA
2317,36,admin.,married,high.school,yes,no,cellular,aug,fri,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,NA,NA
586,49,management,married,high.school,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
650,46,blue-collar,married,professional.course,no,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,NA,NA
1048,40,admin.,married,basic,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
2278,53,services,divorced,basic,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,NA,NA
2181,46,services,divorced,basic,no,no,cellular,may,fri,7,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,NA,NA
984,35,admin.,single,university.degree,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,NA,NA
722,26,admin.,single,university.degree,yes,yes,cellular,may,tue,7,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,NA,NA
1045,26,blue-collar,single,basic,yes,yes,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
2638,33,blue-collar,married,basic,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,NA,NA
957,47,admin.,married,university.degree,yes,yes,cellular,jul,wed,3,999,2,failure,-1.7,94.215,-40.3,0.896,4991.6,no,NA,NA
1412,29,admin.,single,university.degree,yes,no,cellular,aug,fri,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,NA,NA
952,40,self-employed,single,university.degree,no,yes,cellular,jun,wed,4,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,no,NA,NA
1085,47,blue-collar,divorced,high.school,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
1434,39,blue-collar,divorced,professional.course,yes,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,NA,NA
874,46,services,divorced,high.school,no,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,NA,NA
170,59,unemployed,married,basic,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,NA,NA
2208,58,admin.,divorced,high.school,no,no,telephone,oct,thu,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,no,NA,NA
2445,33,admin.,single,university.degree,no,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,NA,NA
1946,38,blue-collar,married,basic,yes,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
1640,31,admin.,single,high.school,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
1973,50,management,married,professional.course,yes,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no,NA,NA
1175,29,blue-collar,single,basic,yes,yes,cellular,nov,thu,5,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no,NA,NA
1367,41,blue-collar,single,university.degree,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
2167,48,self-employed,married,basic,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
2461,42,blue-collar,married,basic,no,no,cellular,apr,thu,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,NA,NA
1247,31,management,divorced,university.degree,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,NA,NA
1927,39,services,married,basic,yes,no,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no,NA,NA
945,53,blue-collar,married,professional.course,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no,NA,NA
2396,43,blue-collar,married,university.degree,no,no,cellular,nov,fri,9,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no,NA,NA
2743,24,student,single,professional.course,no,no,cellular,nov,mon,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,no,NA,NA
2168,31,services,single,high.school,no,yes,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no,NA,NA
750,49,self-employed,married,university.degree,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no,NA,NA
2410,33,self-employed,married,university.degree,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
1561,33,self-employed,single,basic,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,NA,NA
862,29,admin.,married,university.degree,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,NA,NA
50,29,services,divorced,high.school,no,yes,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,NA,NA
3073,41,blue-collar,divorced,basic,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,NA,NA
562,54,unemployed,single,high.school,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
484,35,admin.,married,high.school,no,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
1121,38,services,divorced,high.school,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
417,36,admin.,married,university.degree,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no,NA,NA
1805,32,admin.,married,high.school,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
955,27,unemployed,married,high.school,yes,no,telephone,jun,fri,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,NA,NA
469,22,blue-collar,single,basic,yes,no,telephone,jul,mon,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,NA,NA
3046,40,admin.,single,university.degree,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
280,37,admin.,single,high.school,no,yes,cellular,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,NA,NA
163,22,student,single,high.school,no,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,NA,NA
1763,48,services,married,basic,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,NA,NA
1432,31,management,single,high.school,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,NA,NA
363,38,management,married,university.degree,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,NA,NA
2082,38,blue-collar,married,basic,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no,NA,NA
3066,29,admin.,married,university.degree,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no,NA,NA
906,30,admin.,divorced,university.degree,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
1854,48,blue-collar,married,high.school,yes,no,cellular,aug,wed,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,NA,NA
2772,49,admin.,divorced,high.school,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,NA,NA
3040,52,services,married,high.school,no,yes,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,NA,NA
33,44,services,married,professional.course,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,NA,NA
1530,43,services,married,basic,no,no,telephone,jun,thu,17,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,NA,NA
1569,43,management,married,university.degree,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no,NA,NA
321,41,blue-collar,married,university.degree,yes,yes,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,NA,NA
225,41,admin.,divorced,high.school,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
581,39,blue-collar,married,professional.course,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,NA,NA
994,50,services,married,high.school,yes,no,cellular,aug,mon,15,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,NA,NA
1590,38,blue-collar,single,high.school,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,NA,NA
2831,28,self-employed,single,university.degree,yes,no,cellular,mar,fri,2,999,0,nonexistent,-1.8,92.843,-50,1.64,5099.1,no,NA,NA
1067,38,blue-collar,married,high.school,yes,no,cellular,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
1604,30,blue-collar,married,basic,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
1427,36,admin.,single,university.degree,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
1661,27,blue-collar,married,basic,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,NA,NA
2637,56,unemployed,married,basic,no,no,cellular,nov,fri,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no,NA,NA
450,52,management,married,university.degree,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no,NA,NA
899,45,blue-collar,married,basic,yes,no,telephone,jun,mon,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,NA,NA
90,35,blue-collar,divorced,basic,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,NA,NA
625,58,admin.,married,university.degree,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,NA,NA
1491,47,blue-collar,married,basic,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,NA,NA
2774,32,admin.,married,basic,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
1728,33,self-employed,married,university.degree,no,no,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
2978,32,blue-collar,married,university.degree,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,NA,NA
1623,30,admin.,married,high.school,no,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no,NA,NA
643,34,blue-collar,married,basic,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,NA,NA
1055,24,admin.,single,high.school,yes,no,telephone,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,NA,NA
1031,32,unemployed,married,university.degree,yes,no,cellular,aug,thu,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,NA,NA
1202,34,blue-collar,married,basic,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,NA,NA
2346,48,self-employed,divorced,high.school,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no,NA,NA
1306,45,blue-collar,single,professional.course,yes,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
685,35,admin.,single,university.degree,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,NA,NA
181,50,admin.,divorced,university.degree,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,NA,NA
3030,56,admin.,married,basic,no,yes,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no,NA,NA
1027,24,blue-collar,single,basic,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,NA,NA
79,34,blue-collar,married,basic,no,no,telephone,jun,tue,1,999,0,nonexistent,-1.7,94.055,-39.8,0.702,4991.6,no,NA,NA
931,30,blue-collar,single,high.school,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,NA,NA
2893,27,admin.,single,university.degree,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no,NA,NA
1988,32,blue-collar,married,basic,no,yes,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no,NA,NA
2374,31,management,married,high.school,yes,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,NA,NA
565,59,unemployed,divorced,professional.course,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,NA,NA
114,28,blue-collar,married,basic,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,NA,NA
729,36,blue-collar,married,university.degree,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
2511,41,self-employed,divorced,basic,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,NA,NA
2029,37,services,married,high.school,yes,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no,NA,NA
1980,41,admin.,married,basic,yes,no,telephone,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,NA,NA
1497,28,unemployed,single,basic,yes,no,cellular,oct,fri,2,4,1,success,-3.4,92.431,-26.9,0.752,5017.5,no,NA,NA
64,46,admin.,married,university.degree,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
2770,43,blue-collar,married,basic,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,NA,NA
1779,24,blue-collar,single,university.degree,no,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,no,NA,NA
1326,39,services,married,high.school,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,NA,NA
1431,34,blue-collar,married,basic,no,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no,NA,NA
3014,37,management,married,university.degree,no,no,cellular,nov,tue,3,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no,NA,NA
963,29,management,single,university.degree,yes,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
137,56,unemployed,married,high.school,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,NA,NA
2395,33,admin.,married,high.school,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no,NA,NA
1535,55,admin.,married,high.school,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no,NA,NA
855,38,admin.,single,university.degree,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no,NA,NA
